,User ID,Technique,Skill,Background,Training,Granularity,Error rate
567,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Untrained,Error rate 12,23.076923076923077
568,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Untrained,Error rate 7,23.076923076923077
569,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Untrained,Error rate 3,0.0
570,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,No-Music,Trained,Error rate 12,28.57142857142857
571,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,No-Music,Trained,Error rate 7,21.428571428571427
572,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,No-Music,Trained,Error rate 3,0.0
573,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Trained,Error rate 12,28.57142857142857
574,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Trained,Error rate 7,21.428571428571427
575,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Music,Trained,Error rate 3,16.666666666666664
576,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Untrained,Error rate 12,69.23076923076923
577,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Untrained,Error rate 7,69.23076923076923
578,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Untrained,Error rate 3,60.0
579,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Untrained,Error rate 12,71.42857142857143
580,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Untrained,Error rate 7,64.28571428571429
581,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Untrained,Error rate 3,33.33333333333333
582,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Trained,Error rate 12,0.0
583,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Trained,Error rate 7,0.0
584,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,No-Music,Trained,Error rate 3,0.0
585,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Trained,Error rate 12,0.0
586,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Trained,Error rate 7,0.0
587,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Music,Trained,Error rate 3,0.0
588,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Untrained,Error rate 12,7.6923076923076925
589,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Untrained,Error rate 7,0.0
590,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Untrained,Error rate 3,0.0
591,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Untrained,Error rate 12,7.142857142857142
592,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Untrained,Error rate 7,0.0
593,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Untrained,Error rate 3,0.0
594,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Trained,Error rate 12,14.285714285714285
595,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Trained,Error rate 7,7.142857142857142
596,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,No-Music,Trained,Error rate 3,0.0
597,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Trained,Error rate 12,7.142857142857142
598,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Trained,Error rate 7,7.142857142857142
599,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Music,Trained,Error rate 3,0.0
600,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Untrained,Error rate 12,21.428571428571427
601,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Untrained,Error rate 7,21.428571428571427
602,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Untrained,Error rate 3,16.666666666666664
603,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Untrained,Error rate 12,7.142857142857142
604,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Untrained,Error rate 7,7.142857142857142
605,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Untrained,Error rate 3,0.0
606,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Trained,Error rate 12,0.0
607,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Trained,Error rate 7,0.0
608,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,No-Music,Trained,Error rate 3,0.0
609,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Trained,Error rate 12,7.142857142857142
610,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Trained,Error rate 7,7.142857142857142
611,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Music,Trained,Error rate 3,16.666666666666664
612,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Untrained,Error rate 12,71.42857142857143
613,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Untrained,Error rate 7,50.0
614,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Untrained,Error rate 3,33.33333333333333
615,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Untrained,Error rate 12,21.428571428571427
616,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Untrained,Error rate 7,21.428571428571427
617,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Untrained,Error rate 3,0.0
618,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Trained,Error rate 12,28.57142857142857
619,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Trained,Error rate 7,14.285714285714285
620,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,No-Music,Trained,Error rate 3,0.0
621,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Trained,Error rate 12,0.0
622,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Trained,Error rate 7,0.0
623,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Music,Trained,Error rate 3,0.0
624,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Untrained,Error rate 12,57.14285714285714
625,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Untrained,Error rate 7,42.857142857142854
626,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Untrained,Error rate 3,50.0
627,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Untrained,Error rate 12,69.23076923076923
628,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Untrained,Error rate 7,61.53846153846154
629,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Untrained,Error rate 3,33.33333333333333
630,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Trained,Error rate 12,14.285714285714285
631,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Trained,Error rate 7,14.285714285714285
632,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,No-Music,Trained,Error rate 3,0.0
633,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Trained,Error rate 12,35.714285714285715
634,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Trained,Error rate 7,28.57142857142857
635,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Music,Trained,Error rate 3,0.0
636,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Untrained,Error rate 12,7.142857142857142
637,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Untrained,Error rate 7,7.142857142857142
638,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Untrained,Error rate 3,0.0
639,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Untrained,Error rate 12,46.15384615384615
640,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Untrained,Error rate 7,46.15384615384615
641,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Untrained,Error rate 3,20.0
642,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Trained,Error rate 12,7.142857142857142
643,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Trained,Error rate 7,14.285714285714285
644,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,No-Music,Trained,Error rate 3,0.0
645,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Trained,Error rate 12,14.285714285714285
646,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Trained,Error rate 7,14.285714285714285
647,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Music,Trained,Error rate 3,0.0
648,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Untrained,Error rate 12,85.71428571428571
649,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Untrained,Error rate 7,78.57142857142857
650,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Untrained,Error rate 3,33.33333333333333
651,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Untrained,Error rate 12,38.46153846153847
652,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Untrained,Error rate 7,38.46153846153847
653,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Untrained,Error rate 3,20.0
654,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Trained,Error rate 12,85.71428571428571
655,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Trained,Error rate 7,57.14285714285714
656,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,No-Music,Trained,Error rate 3,50.0
657,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Trained,Error rate 12,57.14285714285714
658,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Trained,Error rate 7,57.14285714285714
659,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Music,Trained,Error rate 3,66.66666666666666
660,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Untrained,Error rate 12,85.71428571428571
661,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Untrained,Error rate 7,78.57142857142857
662,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Untrained,Error rate 3,66.66666666666666
663,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Untrained,Error rate 12,64.28571428571429
664,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Untrained,Error rate 7,64.28571428571429
665,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Untrained,Error rate 3,50.0
666,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Trained,Error rate 12,0.0
667,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Trained,Error rate 7,0.0
668,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,No-Music,Trained,Error rate 3,0.0
669,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Trained,Error rate 12,21.428571428571427
670,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Trained,Error rate 7,21.428571428571427
671,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Music,Trained,Error rate 3,16.666666666666664
672,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Untrained,Error rate 12,28.57142857142857
673,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Untrained,Error rate 7,28.57142857142857
674,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Untrained,Error rate 3,0.0
675,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Untrained,Error rate 12,64.28571428571429
676,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Untrained,Error rate 7,64.28571428571429
677,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Untrained,Error rate 3,50.0
678,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Trained,Error rate 12,78.57142857142857
679,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Trained,Error rate 7,78.57142857142857
680,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,No-Music,Trained,Error rate 3,66.66666666666666
681,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Trained,Error rate 12,84.61538461538461
682,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Trained,Error rate 7,84.61538461538461
683,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Music,Trained,Error rate 3,40.0
684,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Untrained,Error rate 12,100.0
685,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Untrained,Error rate 7,92.3076923076923
686,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Untrained,Error rate 3,100.0
687,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Untrained,Error rate 12,64.28571428571429
688,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Untrained,Error rate 7,64.28571428571429
689,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Untrained,Error rate 3,66.66666666666666
690,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Trained,Error rate 12,78.57142857142857
691,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Trained,Error rate 7,71.42857142857143
692,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,No-Music,Trained,Error rate 3,66.66666666666666
693,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Trained,Error rate 12,92.85714285714286
694,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Trained,Error rate 7,85.71428571428571
695,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Music,Trained,Error rate 3,33.33333333333333
696,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Untrained,Error rate 12,100.0
697,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Untrained,Error rate 7,100.0
698,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Untrained,Error rate 3,100.0
699,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Untrained,Error rate 12,100.0
700,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Untrained,Error rate 7,100.0
701,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Untrained,Error rate 3,100.0
702,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Trained,Error rate 12,42.857142857142854
703,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Trained,Error rate 7,42.857142857142854
704,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,No-Music,Trained,Error rate 3,16.666666666666664
705,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Trained,Error rate 12,28.57142857142857
706,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Trained,Error rate 7,21.428571428571427
707,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Music,Trained,Error rate 3,16.666666666666664
708,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Untrained,Error rate 12,35.714285714285715
709,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Untrained,Error rate 7,42.857142857142854
710,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Untrained,Error rate 3,0.0
711,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Untrained,Error rate 12,78.57142857142857
712,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Untrained,Error rate 7,78.57142857142857
713,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Untrained,Error rate 3,50.0
714,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Trained,Error rate 12,14.285714285714285
715,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Trained,Error rate 7,21.428571428571427
716,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,No-Music,Trained,Error rate 3,0.0
717,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Trained,Error rate 12,21.428571428571427
718,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Trained,Error rate 7,21.428571428571427
719,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Music,Trained,Error rate 3,0.0
720,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Untrained,Error rate 12,28.57142857142857
721,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Untrained,Error rate 7,14.285714285714285
722,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Untrained,Error rate 3,0.0
723,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Untrained,Error rate 12,35.714285714285715
724,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Untrained,Error rate 7,28.57142857142857
725,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Untrained,Error rate 3,33.33333333333333
726,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Trained,Error rate 12,0.0
727,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Trained,Error rate 7,0.0
728,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,No-Music,Trained,Error rate 3,0.0
729,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Trained,Error rate 12,0.0
730,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Trained,Error rate 7,0.0
731,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Music,Trained,Error rate 3,0.0
732,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Untrained,Error rate 12,28.57142857142857
733,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Untrained,Error rate 7,28.57142857142857
734,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Untrained,Error rate 3,33.33333333333333
735,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Untrained,Error rate 12,14.285714285714285
736,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Untrained,Error rate 7,7.142857142857142
737,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Untrained,Error rate 3,0.0
738,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Trained,Error rate 12,7.6923076923076925
739,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Trained,Error rate 7,7.6923076923076925
740,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,No-Music,Trained,Error rate 3,16.666666666666664
741,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Trained,Error rate 12,7.142857142857142
742,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Trained,Error rate 7,7.142857142857142
743,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Music,Trained,Error rate 3,16.666666666666664
744,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Untrained,Error rate 12,7.6923076923076925
745,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Untrained,Error rate 7,7.6923076923076925
746,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Untrained,Error rate 3,0.0
747,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Untrained,Error rate 12,28.57142857142857
748,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Untrained,Error rate 7,28.57142857142857
749,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Untrained,Error rate 3,0.0
750,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Trained,Error rate 12,0.0
751,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Trained,Error rate 7,0.0
752,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,No-Music,Trained,Error rate 3,0.0
753,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Trained,Error rate 12,7.142857142857142
754,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Trained,Error rate 7,7.142857142857142
755,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Music,Trained,Error rate 3,0.0
